Ambusher,icons/magic/nature/stealth-hide-eyes-green.webp
Amorphous,icons/creatures/slimes/slime-movement-dripping-purple.webp
Amphibious,icons/environment/creatures/frog-spotted-green.webp
Amulet,icons/equipment/neck/pendant-bronze-gem-blue.webp
Amulet of Health,icons/equipment/neck/pendant-faceted-red.webp
Amulet of Proof against Detection and Location,icons/equipment/neck/pendant-faceted-blue.webp
Amulet of the Planes,icons/equipment/neck/pendant-faceted-green.webp
Angelic Weapons,systems/dnd5e/icons/spells/enchant-sky-3.jpg
Animal Friendship,systems/dnd5e/icons/spells/wild-jade-2.jpg
Animal Messenger,systems/dnd5e/icons/spells/wild-jade-1.jpg
Animal Shapes,systems/dnd5e/icons/spells/wild-jade-3.jpg
Animate Chains,icons/equipment/neck/choker-chain-thin-gold.webp
Animate Dead,systems/dnd5e/icons/spells/horror-red-2.jpg
Animate Objects,systems/dnd5e/icons/spells/rock-royal-2.jpg
Animate Trees,icons/magic/nature/tree-spirit-green.webp
Animated Shield,icons/equipment/shield/heater-steel-sword-yellow-black.webp
Antennae,icons/magic/nature/tree-bare-glow-yellow.webp
Antilife Shell,systems/dnd5e/icons/spells/protect-jade-2.jpg
Antimagic Field,systems/dnd5e/icons/spells/shielding-eerie-3.jpg
Antimagic Susceptibility,icons/magic/lightning/orb-ball-purple.webp
Antipathy/Sympathy,systems/dnd5e/icons/spells/horror-acid-3.jpg
Antitoxin,icons/consumables/potions/bottle-round-corked-pink.webp
Apparatus of the Crab,icons/containers/barrels/barrel-walnut-steel-brown.webp
Arcane Eye,systems/dnd5e/icons/spells/evil-eye-eerie-2.jpg
Arcane Hand,systems/dnd5e/icons/spells/fireball-eerie-3.jpg
Arcane Lock,systems/dnd5e/icons/spells/runes-orange-2.jpg
Arcane Recovery,icons/magic/earth/explosion-lava-stone-green.webp
Arcane Sword,systems/dnd5e/icons/spells/slice-orange-3.jpg
Arcane Tradition,icons/magic/water/orb-ice-glow.webp
Arcanist's Magic Aura,systems/dnd5e/icons/spells/runes-magenta-2.jpg
Archdruid,icons/magic/nature/beam-hand-leaves-green.webp
Armor of Invulnerability,icons/equipment/chest/breastplate-cuirass-steel-grey.webp
Armor of Vulnerability,icons/equipment/chest/breastplate-cuirass-steel-grey.webp
Arrow,icons/weapons/ammunition/arrow-head-war.webp
Arrow +1,icons/weapons/ammunition/arrow-head-war.webp
Arrow +2,icons/weapons/ammunition/arrow-head-war.webp
Arrow +3,icons/weapons/ammunition/arrow-head-war.webp
Arrow of Slaying,icons/weapons/ammunition/arrow-head-war-flight.webp
Arrow-Catching Shield,icons/equipment/shield/oval-wooden-boss-steel.webp
Artificer's Lore,icons/magic/fire/flame-burning-chain.webp
Assassinate,icons/weapons/swords/sword-broad-crystal-paired.webp
Astral Projection,systems/dnd5e/icons/spells/wind-grasp-eerie-3.jpg
Attack,icons/skills/melee/weapons-crossed-swords-white-blue.webp
Augury,systems/dnd5e/icons/spells/evil-eye-eerie-2.jpg
Aura of Courage,icons/magic/light/explosion-beam-impact-silhouette.webp
Aura of Devotion,icons/magic/life/heart-glowing-red.webp
Aura of Protection,icons/magic/air/wind-tornado-wall-blue.webp
Aversion of Fire,icons/magic/fire/projectile-wave-arrow.webp
Awaken,systems/dnd5e/icons/spells/leaf-royal-3.jpg
Backpack,icons/containers/bags/pack-simple-leather.webp
Bag of Beans,icons/containers/bags/coinpouch-simple-leather-tan.webp
Bag of Devouring,icons/containers/bags/pouch-leather-pink.webp
Bag of Holding,icons/containers/bags/pouch-leather-pink.webp
Bag of Sand,icons/containers/bags/coinpouch-simple-tan.webp
Bag of Tricks,icons/containers/bags/coinpouch-simple-tan.webp
Bagpipes,icons/sundries/survival/waterskin-leather-brown.webp
Ball Bearings,icons/commodities/gems/pearl-rock.webp
Bane,systems/dnd5e/icons/spells/rip-magenta-2.jpg
Banishment,systems/dnd5e/icons/spells/link-eerie-3.jpg
Barbed Hide,icons/skills/wounds/injury-pain-impaled-hand-blood.webp
Bard College,icons/magic/light/hand-sparks-glow-yellow.webp
Bardic Inspiration,icons/skills/melee/unarmed-punch-fist.webp
Barkskin,systems/dnd5e/icons/spells/protect-orange-2.jpg
Barrel,icons/containers/barrels/barrel-walnut-steel-brown.webp
Basic Poison,icons/consumables/potions/potion-bottle-skull-label-poison-teal.webp
Basket,icons/environment/traps/cage-simple-wood.webp
Battleaxe,icons/weapons/polearms/halberd-crescent-engraved-steel.webp
Battleaxe +1,icons/weapons/polearms/halberd-crescent-engraved-steel.webp
Battleaxe +2,icons/weapons/polearms/halberd-crescent-engraved-steel.webp
Battleaxe +3,icons/weapons/polearms/halberd-crescent-engraved-steel.webp
Beacon of Hope,systems/dnd5e/icons/spells/light-sky-3.jpg
Bead of Force,icons/magic/water/orb-ice-opaque.webp
Beak,icons/skills/wounds/bone-broken-tooth-fang-red.webp
Beaks,icons/skills/wounds/bone-broken-tooth-fang-red.webp
Beard,icons/creatures/tentacles/tentacles-thing-green.webp
Beast Spells,icons/creatures/abilities/stinger-poison-green.webp
Beast of Burden,icons/creatures/mammals/ox-bull-horned-glowing-orange.webp
Bedroll,icons/sundries/flags/banner-worn-blue.webp
Bell,icons/tools/instruments/bell-brass-brown.webp
Belt of Cloud Giant Strength,icons/equipment/waist/belt-thick-gemmed-steel-grey.webp
Belt of Dwarvenkind,icons/equipment/waist/belt-armored-steel.webp
Belt of Fire Giant Strength,icons/equipment/waist/belt-coiled-leather-steel.webp
Belt of Frost Giant Strength,icons/equipment/waist/cloth-sash-purple.webp
Belt of Hill Giant Strength,icons/equipment/waist/belt-buckle-square-leather-brown.webp
Belt of Stone Giant Strength,icons/equipment/waist/belt-armored-steel.webp
Belt of Storm Giant Strength,icons/equipment/waist/sash-cloth-gold-purple.webp
Berserk,icons/creatures/reptiles/lizard-mouth-glowing-red.webp
Berserker Battleaxe,icons/weapons/polearms/halberd-crescent-engraved-steel.webp
Berserker Greataxe,icons/weapons/polearms/halberd-crescent-engraved-steel.webp
Berserker Handaxe,icons/weapons/polearms/halberd-crescent-engraved-steel.webp
Bestow Curse,systems/dnd5e/icons/spells/haste-fire-2.jpg
Bite,icons/creatures/abilities/mouth-teeth-long-red.webp
Bites,icons/creatures/abilities/mouth-teeth-long-red.webp
Black Tentacles,systems/dnd5e/icons/spells/vines-eerie-2.jpg
Blade Barrier,systems/dnd5e/icons/spells/needles-sky-3.jpg
Blanket,icons/sundries/flags/banner-worn-green.webp
Blasphemous Word,icons/magic/air/wind-vortex-swirl-purple.webp
Bless,systems/dnd5e/icons/spells/haste-sky-1.jpg
Blessed Healer,icons/magic/light/orbs-hand-gray.webp
Blight,systems/dnd5e/icons/spells/rip-acid-3.jpg
Blind Senses,icons/magic/control/hypnosis-mesmerism-eye.webp
Blinding Breath,icons/creatures/abilities/dragon-fire-breath-orange.webp
Blinding Dust,icons/magic/fire/barrier-wall-explosion-orange.webp
Blinding Gaze,icons/magic/perception/third-eye-blue-red.webp
Blinding Spittle,icons/magic/nature/root-vine-thorned-fire-purple.webp
Blindness/Deafness,systems/dnd5e/icons/spells/evil-eye-red-2.jpg
Blindsense,icons/magic/control/hypnosis-mesmerism-eye.webp
Blink,systems/dnd5e/icons/spells/wind-grasp-magenta-1.jpg
Block and Tackle,icons/weapons/sickles/sickle-hooked-wood.webp
Block of Incense,icons/commodities/stone/rock-chunk-pumice-white.webp
Blood Drain,icons/skills/wounds/blood-spurt-spray-red.webp
Blood Frenzy,icons/skills/wounds/blood-spurt-spray-red.webp
Blowgun,icons/weapons/staves/staff-simple-brown.webp
Blowgun +1,icons/weapons/staves/staff-simple-brown.webp
Blowgun +2,icons/weapons/staves/staff-simple-brown.webp
Blowgun +3,icons/weapons/staves/staff-simple-brown.webp
Blowgun Needle,icons/weapons/ammunition/arrows-war-red.webp
Blur,systems/dnd5e/icons/spells/air-burst-sky-2.jpg
Bolt of Slaying,icons/skills/ranged/arrow-flying-broadhead-metal.webp
Bonus Cantrip,systems/dnd5e/icons/spells/vines-acid-1.jpg
Bonus Proficiencies,icons/skills/trades/academics-investigation-puzzles.webp
Bonus Proficiency,icons/equipment/chest/breastplate-layered-steel.webp
Book,icons/sundries/books/book-worn-brown.webp
Book of Lore,icons/sundries/books/book-plain-orange.webp
Book of Shadows,icons/sundries/books/book-black-grey.webp
Boots of Elvenkind,icons/equipment/feet/shoes-collared-leather-blue.webp
Boots of Levitation,icons/equipment/feet/boots-collared-rounded-brown.webp
Boots of Speed,icons/equipment/feet/boots-collared-simple-leather.webp
Boots of Striding and Springing,icons/equipment/feet/boots-collared-rounded-brown.webp
Boots of the Winterlands,icons/equipment/feet/boots-leather-banded-furred.webp
Bound,icons/equipment/neck/choker-chain-thick-silver.webp
Bowl of Commanding Water Elementals,icons/magic/water/pseudopod-swirl-blue.webp
Bracers of Archery,icons/equipment/wrist/bracer-studded-leather-steel.webp
Bracers of Defense,icons/equipment/wrist/bracer-segmented-leather.webp
Branding Smite,systems/dnd5e/icons/spells/enchant-orange-2.jpg
Brass Horn of Valhalla,icons/tools/instruments/flute-simple-wood.webp
Brave,icons/skills/social/intimidation-impressing.webp
Brazier of Commanding Fire Elementals,icons/magic/fire/blast-jet-stream-splash.webp
Breastplate,icons/equipment/chest/breastplate-layered-steel-black.webp
Breastplate +1,icons/equipment/chest/breastplate-layered-steel-black.webp
Breastplate +2,icons/equipment/chest/breastplate-layered-steel-black.webp
Breastplate +3,icons/equipment/chest/breastplate-layered-steel-black.webp
Breastplate Armor of Resistance,icons/equipment/chest/breastplate-layered-steel-black.webp
Breath Weapon,icons/magic/acid/projectile-smoke-glowing.webp
Breath Weapons,icons/creatures/abilities/dragon-fire-breath-orange.webp
Brewer's Supplies,icons/consumables/plants/herb-marjoram-basil-oregano-leaf-bunch-green.webp
Bronze Horn of Valhalla,icons/tools/instruments/flute-simple-wood.webp
Brooch of Shielding,icons/equipment/neck/pendant-bronze-gem-blue.webp
Broom of Flying,icons/skills/melee/hand-grip-staff-blue.webp
Brutal Critical,icons/skills/melee/strike-axe-blood-red.webp
Brute,icons/skills/melee/unarmed-punch-fist.webp
Bucket,icons/containers/kitchenware/mug-steel-wood-brown.webp
Bullseye Lantern,icons/sundries/lights/lantern-iron-yellow.webp
Burning Hands,systems/dnd5e/icons/spells/fog-orange-2.jpg
Call Lightning,systems/dnd5e/icons/spells/lighting-sky-2.jpg
Calligrapher's Supplies,icons/sundries/documents/envelope-sealed-red-tan.webp
Calm Emotions,systems/dnd5e/icons/spells/light-blue-2.jpg
Caltrops,icons/weapons/thrown/bomb-spiked-purple.webp
Candle,icons/sundries/lights/candle-unlit-white.webp
Candle of Invocation,icons/sundries/lights/candle-unlit-grey.webp
Cantrip,icons/magic/unholy/strike-hand-glow-pink.webp
Cape of the Mountebank,icons/equipment/back/cloak-heavy-fur-blue.webp
Carpenter's Tools,icons/weapons/axes/axe-double-chopping-black.webp
Carpet of Flying,icons/equipment/back/cloak-hooded-pink.webp
Cartographer's Tools,icons/containers/bags/pack-simple-leather.webp
Cast a Spell,icons/magic/light/hand-sparks-glow-yellow.webp
Censer,icons/containers/kitchenware/goblet-worn-clay-white.webp
Censer of Controlling Air Elementals,icons/commodities/treasure/goblet-worn-gold.webp
Chain,icons/tools/fasteners/chain-steel-grey.webp
Chain Lightning,systems/dnd5e/icons/spells/lightning-blue-1.jpg
Chain Mail,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Chain Mail +1,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Chain Mail +2,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Chain Mail +3,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Chain Mail Armor of Resistance,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Chain Shirt,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Chain Shirt +1,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Chain Shirt +2,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Chain Shirt +3,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Chain Shirt Armor of Resistance,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Chalk,icons/commodities/bones/bone-fragments-grey.webp
Change Shape,icons/magic/control/silhouette-hold-change-blue.webp
Channel Divinity,icons/magic/lightning/bolt-strike-smoke-yellow.webp
Channel Divinity: Preserve Life,icons/magic/light/explosion-star-glow-blue-purple.webp
Channel Divinity: Sacred Weapon,icons/skills/melee/weapons-crossed-swords-yellow-teal.webp
Channel Divinity: Turn Undead,icons/magic/fire/flame-burning-creature-skeleton.webp
Channel Divinity: Turn the Unholy,icons/magic/fire/explosion-embers-evade-silhouette.webp
Channel Negative Energy,icons/magic/unholy/beam-impact-purple.webp
Charge,icons/creatures/mammals/ox-bull-horned-glowing-orange.webp
Charm,systems/dnd5e/icons/spells/air-burst-magenta-1.jpg
Charm Person,systems/dnd5e/icons/spells/explosion-magenta-2.jpg
Chess Set,icons/commodities/treasure/statue-carved-figurehead.webp
Chest,icons/containers/chest/chest-reinforced-steel-walnut-brown.webp
Children of the Night,icons/magic/death/skull-trio-badge-purple.webp
Chill Touch,systems/dnd5e/icons/spells/ice-blue-1.jpg
Chime of Opening,icons/weapons/guns/gun-worn-steel.webp
Chomp,icons/creatures/abilities/mouth-teeth-long-red.webp
Circle Spells,icons/magic/water/projectile-ice-teardrop.webp
Circle of Death,systems/dnd5e/icons/spells/air-burst-jade-3.jpg
Circlet of Blasting,icons/equipment/finger/ring-cabochon-notched-gold-green.webp
Clairvoyance,systems/dnd5e/icons/spells/evil-eye-eerie-2.jpg
Claw,icons/skills/melee/strike-slashes-red.webp
Claw Attack,icons/skills/melee/blood-slash-foam-red.webp
Claws,icons/skills/melee/strike-slashes-red.webp
Cleansing Touch,icons/magic/light/hand-sparks-smoke-teal.webp
Climber's Kit,icons/weapons/sickles/sickle-hooked-wood.webp
Cloak of Arachnida,icons/equipment/back/cloak-heavy-fur-blue.webp
Cloak of Displacement,icons/equipment/back/cloak-heavy-fur-blue.webp
Cloak of Elvenkind,icons/equipment/back/cloak-heavy-fur-blue.webp
Cloak of Protection,icons/equipment/back/cloak-heavy-fur-blue.webp
Cloak of the Bat,icons/equipment/back/cloak-heavy-fur-blue.webp
Cloak of the Manta Ray,icons/equipment/back/cloak-heavy-fur-blue.webp
Clone,systems/dnd5e/icons/spells/wind-grasp-air-2.jpg
Cloudkill,systems/dnd5e/icons/spells/fog-acid-3.jpg
Club,icons/weapons/clubs/club-simple-barbed.webp
Club +1,icons/weapons/clubs/club-simple-barbed.webp
Club +2,icons/weapons/clubs/club-simple-barbed.webp
Club +3,icons/weapons/clubs/club-simple-barbed.webp
Cobbler's Tools,icons/equipment/feet/boots-collared-rounded-brown.webp
Cold Breath,icons/creatures/abilities/dragon-ice-breath-blue.webp
Color Spray,systems/dnd5e/icons/spells/fog-magenta-2.jpg
Command,systems/dnd5e/icons/spells/explosion-magenta-1.jpg
Common Clothes,icons/equipment/chest/shirt-collared-brown.webp
Commune,systems/dnd5e/icons/spells/wind-grasp-sky-3.jpg
Commune with Nature,systems/dnd5e/icons/spells/leaf-acid-2.jpg
Component Pouch,icons/containers/bags/pack-simple-leather-tan.webp
Comprehend Languages,systems/dnd5e/icons/spells/runes-royal-1.jpg
Compulsion,systems/dnd5e/icons/spells/explosion-magenta-3.jpg
Cone of Cold,systems/dnd5e/icons/spells/ice-blue-3.jpg
Confer Fire Resistance,icons/magic/fire/explosion-mushroom-nuke-orange.webp
Confusion,systems/dnd5e/icons/spells/wind-magenta-3.jpg
Conjure Air Elemental,systems/dnd5e/icons/spells/runes-orange-3.jpg
Conjure Animals,systems/dnd5e/icons/spells/wild-orange-3.jpg
Conjure Celestial,systems/dnd5e/icons/spells/runes-royal-3.jpg
Conjure Elemental,systems/dnd5e/icons/spells/runes-orange-3.jpg
Conjure Fey,systems/dnd5e/icons/spells/runes-blue-3.jpg
Conjure Minor Elementals,systems/dnd5e/icons/spells/runes-orange-2.jpg
Conjure Woodland Beings,systems/dnd5e/icons/spells/leaf-orange-3.jpg
Constrict,icons/creatures/reptiles/serpent-horned-green.webp
Consume Life,icons/magic/life/heart-glowing-red.webp
Contact Other Plane,systems/dnd5e/icons/spells/wind-grasp-eerie-3.jpg
Contagion,systems/dnd5e/icons/spells/rip-magenta-3.jpg
Contingency,systems/dnd5e/icons/spells/protect-eerie-3.jpg
Continual Flame,systems/dnd5e/icons/spells/explosion-orange-2.jpg
Control Water,systems/dnd5e/icons/spells/fog-blue-3.jpg
Control Weather,systems/dnd5e/icons/spells/wind-sky-3.jpg
Cook's Utensils,icons/consumables/meat/hock-leg-pink-brown.webp
Corrode Metal,icons/magic/earth/orb-stone-smoke-teal.webp
Corrosive Form,icons/magic/earth/orb-stone-smoke-teal.webp
Costume Clothes,icons/equipment/back/cloak-hooded-pink.webp
Countercharm,icons/magic/sonic/scream-wail-shout-teal.webp
Counterspell,systems/dnd5e/icons/spells/slice-orange-3.jpg
Create Food and Water,systems/dnd5e/icons/spells/leaf-jade-1.jpg
Create Specter,icons/creatures/abilities/dragon-breath-purple.webp
Create Undead,systems/dnd5e/icons/spells/horror-red-3.jpg
Create Whirlwind,systems/dnd5e/icons/spells/wind-sky-3.jpg
Create or Destroy Water,systems/dnd5e/icons/spells/wind-blue-2.jpg
Creation,systems/dnd5e/icons/spells/vines-eerie-3.jpg
Crossbow Bolt,icons/weapons/ammunition/arrows-bodkin-yellow-red.webp
Crossbow Bolt +1,icons/weapons/ammunition/arrows-bodkin-yellow-red.webp
Crossbow Bolt +2,icons/weapons/ammunition/arrows-bodkin-yellow-red.webp
Crossbow Bolt +3,icons/weapons/ammunition/arrows-bodkin-yellow-red.webp
Crossbow Bolt Case,icons/containers/ammunition/arrows-quiver-black.webp
Crowbar,icons/tools/hand/pickaxe-steel-white.webp
Crush,icons/magic/life/heart-shadow-red.webp
Crystal,icons/commodities/gems/gem-rough-navette-yellow-green.webp
Crystal Ball,icons/commodities/gems/pearl-natural.webp
Crystal Ball of Mind Reading,icons/commodities/gems/pearl-storm.webp
Crystal Ball of Telepathy,icons/commodities/gems/pearl-swirl-blue.webp
Crystal Ball of True Seeing,icons/commodities/gems/pearl-fire.webp
Cube of Force,icons/sundries/gaming/dice-runed-brown.webp
Cubic Gate,icons/commodities/treasure/token-engraved-blue.webp
Cunning Action,icons/magic/unholy/silhouette-robe-evil-power.webp
Cure Wounds,systems/dnd5e/icons/spells/heal-jade-1.jpg
Cutting Words,icons/skills/wounds/injury-face-impact-orange.webp
Dagger,icons/weapons/daggers/dagger-jeweled-purple.webp
Dagger +1,icons/weapons/daggers/dagger-jeweled-purple.webp
Dagger +2,icons/weapons/daggers/dagger-jeweled-purple.webp
Dagger +3,icons/weapons/daggers/dagger-jeweled-purple.webp
Dagger of Venom,icons/skills/melee/strike-dagger-poison-dripping-green.webp
Damage Resistance,icons/magic/defensive/shield-barrier-glowing-blue.webp
Damage Transfer,icons/magic/water/strike-ice-blades.webp
Dancing Greatsword,icons/skills/melee/maneuver-greatsword-yellow.webp
Dancing Lights,systems/dnd5e/icons/spells/fire-arrows-sky-2.jpg
Dancing Longsword,icons/skills/melee/maneuver-greatsword-yellow.webp
Dancing Rapier,icons/skills/melee/maneuver-greatsword-yellow.webp
Dancing Scimitar,icons/skills/melee/maneuver-greatsword-yellow.webp
Dancing Shortsword,icons/skills/melee/maneuver-greatsword-yellow.webp
Danger Sense,icons/skills/wounds/injury-face-impact-orange.webp
Dark Devotion,icons/magic/control/control-influence-rally-purple.webp
Dark One's Blessing,icons/skills/wounds/blood-cells-disease-green.webp
Dark One's Own Luck,icons/creatures/unholy/demon-fanged-horned-yellow.webp
Darkness,systems/dnd5e/icons/spells/evil-eye-red-2.jpg
Darkness Aura,systems/dnd5e/icons/spells/evil-eye-red-2.jpg
Darkvision,systems/dnd5e/icons/spells/evil-eye-red-1.jpg
Dart,icons/weapons/ammunition/arrows-war-red.webp
Dart +1,icons/weapons/ammunition/arrows-war-red.webp
Dart +2,icons/weapons/ammunition/arrows-war-red.webp
Dart +3,icons/weapons/ammunition/arrows-war-red.webp
Daylight,systems/dnd5e/icons/spells/beam-royal-2.jpg
Deadly leap,icons/magic/fire/projectile-wave-arrow.webp
Death Burst,icons/magic/light/explosion-star-glow-yellow.webp
Death Glare,icons/magic/death/skull-humanoid-worn-teal.webp
Death Throes,systems/dnd5e/icons/spells/explosion-red-3.jpg
Death Ward,systems/dnd5e/icons/spells/horror-eerie-2.jpg
Decanter of Endless Water,icons/consumables/potions/potion-flask-corked-blue.webp
Deck of Illusions,icons/sundries/misc/admission-ticket-grey.webp
Deck of Many Things,icons/sundries/misc/admission-ticket-grey.webp
Defender Greatsword,icons/weapons/polearms/spear-flared-silver-pink.webp
Defender Longsword,icons/weapons/polearms/spear-flared-silver-pink.webp
Defender Rapier,icons/weapons/polearms/spear-flared-silver-pink.webp
Defender Scimitar,icons/weapons/polearms/spear-flared-silver-pink.webp
Defender Shortsword,icons/weapons/polearms/spear-flared-silver-pink.webp
Defensive Tactics,icons/magic/nature/leaf-rune-glow-green.webp
Defensive Tactics: Escape the Horde,icons/creatures/mammals/bats-movement-flying-black.webp
Defensive Tactics: Multiattack Defense,icons/skills/melee/weapons-crossed-swords-white-blue.webp
Defensive Tactics: Steel Will,icons/magic/control/control-influence-rally-purple.webp
Deflect Missiles,icons/skills/ranged/arrow-flying-white-blue.webp
Delayed Blast Fireball,systems/dnd5e/icons/spells/fireball-red-3.jpg
Demiplane,systems/dnd5e/icons/spells/runes-blue-3.jpg
Demon Armor,icons/skills/social/intimidation-impressing.webp
Destroy Undead,icons/magic/death/skull-horned-worn-fire-blue.webp
Detect,icons/creatures/eyes/lizard-single-slit-blue.webp
Detect Evil and Good,systems/dnd5e/icons/spells/air-burst-sky-2.jpg
Detect Magic,systems/dnd5e/icons/spells/light-blue-2.jpg
Detect Poison and Disease,systems/dnd5e/icons/spells/air-burst-jade-2.jpg
Detect Thoughts,systems/dnd5e/icons/spells/light-eerie-2.jpg
Devil Sight,icons/magic/perception/eye-slit-pink.webp
Devil's Sight,icons/magic/perception/eye-slit-pink.webp
Dice Set,icons/sundries/gaming/dice-runed-brown.webp
Dimension Door,systems/dnd5e/icons/spells/air-burst-magenta-3.jpg
Dimensional Shackles,icons/magic/unholy/orb-swirling-teal.webp
Disciple of Life,icons/magic/light/hand-sparks-smoke-teal.webp
Disguise Kit,icons/equipment/back/cloak-hooded-blue.webp
Disguise Self,systems/dnd5e/icons/spells/wind-grasp-eerie-2.jpg
Disintegrate,systems/dnd5e/icons/spells/rip-magenta-3.jpg
Dispel Evil and Good,systems/dnd5e/icons/spells/air-burst-sky-3.jpg
Dispel Magic,systems/dnd5e/icons/spells/slice-orange-2.jpg
Disrupt Life,icons/magic/death/projectile-skull-fire-purple.webp
Divination,systems/dnd5e/icons/spells/beam-blue-2.jpg
Divine Awareness,icons/magic/perception/third-eye-blue-red.webp
Divine Domain,icons/magic/nature/tree-spirit-blue.webp
Divine Eminence,icons/magic/symbols/cog-shield-white-blue.webp
Divine Favor,systems/dnd5e/icons/spells/enchant-sky-2.jpg
Divine Health,icons/magic/life/cross-worn-green.webp
Divine Intervention,icons/magic/light/explosion-star-glow-blue-purple.webp
Divine Sense,icons/creatures/eyes/human-single-blue.webp
Divine Smite,icons/skills/melee/weapons-crossed-swords-yellow-teal.webp
Divine Strike,icons/skills/melee/weapons-crossed-swords-yellow-teal.webp
Divine Word,systems/dnd5e/icons/spells/light-royal-3.jpg
Dominate Beast,systems/dnd5e/icons/spells/air-burst-jade-3.jpg
Dominate Monster,systems/dnd5e/icons/spells/air-burst-magenta-3.jpg
Dominate Person,systems/dnd5e/icons/spells/air-burst-magenta-3.jpg
Draconic Presence,icons/magic/acid/projectile-smoke-glowing.webp
Draconic Resilience,icons/creatures/claws/claw-scaled-red.webp
Dragon Ancestor,icons/creatures/abilities/dragon-fire-breath-orange.webp
Dragon Scale Mail,icons/equipment/chest/breastplate-metal-scaled-grey.webp
Dragon Slayer Greatsword,icons/skills/melee/strike-axe-blood-red.webp
Dragon Slayer Longsword,icons/skills/melee/strike-axe-blood-red.webp
Dragon Slayer Rapier,icons/skills/melee/strike-axe-blood-red.webp
Dragon Slayer Scimitar,icons/skills/melee/strike-axe-blood-red.webp
Dragon Slayer Shortsword,icons/skills/melee/strike-axe-blood-red.webp
Dragon Wings,icons/creatures/abilities/wing-batlike-white-blue.webp
Dragonborn,systems/dnd5e/icons/spells/evil-eye-red-1.jpg
Draining Kiss,icons/magic/air/wind-vortex-swirl-purple.webp
Dreadful Glare,icons/magic/perception/hand-eye-pink.webp
Dream,systems/dnd5e/icons/spells/fog-magenta-3.jpg
Druid Circle,icons/magic/nature/tree-roots-glow-yellow.webp
Druidcraft,systems/dnd5e/icons/spells/vines-jade-1.jpg
Druidic,icons/sundries/documents/document-torn-diagram-tan.webp
Drum,icons/tools/instruments/drum-brown-red.webp
Duergar Resilience,icons/magic/control/control-influence-rally-purple.webp
Dulcimer,icons/tools/instruments/lute-gold-brown.webp
Dust of Disappearance,icons/magic/water/bubbles-air-water-light.webp
Dust of Dryness,icons/magic/air/air-wave-gust-smoke-yellow.webp
Dust of Sneezing and Choking,icons/magic/water/bubbles-air-water-light.webp
Dwarf,systems/dnd5e/icons/spells/protect-eerie-1.jpg
Dwarven Plate,icons/equipment/chest/breastplate-cuirass-steel-grey.webp
Dwarven Resilience,icons/creatures/abilities/stinger-poison-green.webp
Dwarven Thrower,icons/weapons/hammers/hammer-drilling-spiked.webp
Earth Glide,icons/environment/wilderness/cave-entrance-mountain-blue.webp
Earthquake,systems/dnd5e/icons/spells/rock-orange-3.jpg
